Province,City,Barangay,Street_Subdivision,Vicinity,Classification,Zonal_Value,DO_No,Effectivity_Date,Source
UNKNOWN,UNKNOWN,UNKNOWN,PART OF HAPPY VALLEY,KINALUMSAN-TRES DE ABRIL,RR,1800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,QUIAJANO SUBD,R DUTERTE ST,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ROSALINA VILLAGE,R DUTERTE ST,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,SACRED HEART VILLAGE,R DUTERTE ST,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,SALVADOR ST,TRES DE ABRIL-KATIPUNAN,RR,1800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,SALVADOR ST,KATIPUNAN-GUADA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,TRES DE ABRIL,A LOPEZ-KINALUMSAN,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,TRES DE ABRIL,N BACALSO-A LOPEZ,RR,1800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,PARALLEL-KATIPUNAN,RR,800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL UNNAMED TRAVERSE,PARALLEL-KATIPUNAN,RR,800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL UNNAMED TRAVERSE,PARALLEL-KATIPUNAN,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,RDO NO. 81 (formerly RDO 60),CEBU CITY - NORTH,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,RDO NO. 81 (formerly RDO 60),CEBU CITY - NORTH,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,CITY/MUNICIPALITY:  CEBU CITY,CEBU CITY - NORTH,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,AMON TRADING PORT,N ESCARIO-J LUNA AVE,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ARCH REYES AVE,GORORDO AVE-ESCARIO,CR,6500.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ARCH REYES AVE,GORORDO AVE-ESCARIO,CR,6500.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,BANCO CEBUANO SUBD,GORORDO AVE-ESCARIO,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,BEVERLY HILLS SUBD,GORORDO AVE-ESCARIO,RR,2800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,CAPITOL CEBU CY Z00,OPRA VILL-VILLALON,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ELISA VALLEY SUBD,OPRA VILL-VILLALON,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GEMSVILLE SUBD,OPRA VILL-VILLALON,RR,1800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GORORDO AVE,SALINAS-PADGET CMPD,CR,4500.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GOTIANUY SUBD,SALINAS-PADGET CMPD,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GREENVALLEY SUBD,TO CAMP MARINA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,KAMAGONG ST,TO CAMP MARINA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,OPRA VILLAGE,TO CAMP MARINA,RR,800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,PADGET CAOMPOUND ROAD,TO CAMP MARINA,RR,1800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,PEACE VALLEY,ROAD TO CAMP MARINA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ROAD TO BOY SCOUT CAMP,ROAD TO CAMP MARINA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ROAD TO HOLY FAMILY,ROAD TO CAMP MARINA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ROAD TO VILLAR RECORDING,ROAD TO CAMP MARINA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ROAD TO BUSAY,CEBU PLAZA-SALINAS DR,RR,2800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,SALINAS DRIVE,CEBU PLAZA-SALINAS DR,RR,2800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,SANJER CASVILLE SUBD,CEBU PLAZA-SALINAS DR,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,SANSON SUBD,CEBU PLAZA-SALINAS DR,RR,1800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,SENO SUBD,CEBU PLAZA-SALINAS DR,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,SUNSET SUBD,CEBU PLAZA-SALINAS DR,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,UNCHUAN SUBD,CEBU PLAZA-SALINAS DR,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,VILLALON SUBD,CEBU PLAZA-SALINAS DR,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,VILLALON SUBD,CEBU PLAZA-SALINAS DR,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,VILLALON SUBD,CEBU PLAZA-SALINAS DR,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,BARANGAY:  LOREGA SAN MIGUEL,CEBU PLAZA-SALINAS DR,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,CORTES SUBD,-,RR,800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GEN ECHAVEZ ST,MAXILOM-LAHUG CREEK,CR,2500.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GEN ECHAVEZ EXT,SAN JOSE-G ECHAVES ST,CR,2500.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GEN MAXILOM AVE,ECHAVES-MJ CUENCO,CR,4500.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GENERAL LOREGA,ECHAVES-MJ CUENCO,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,MJ CUENCO AVE,MAXILOM-GEN LOREGA,CR,4500.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,OLD PHIL RAILWAY,MAXILOM-GEN LOREGA,RR,1100.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,SAN JOSE ST,ECHAVEZ-SAN MGUEL,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,SAN MIGUEL ST,SAN JOSE-MJ CUENCO,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,VILLA SUBDIVISION,RIVERSIDE,RR,1100.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL LOTS ALLEYS,GEN LOREGA,RR,1100.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL LOTS ALLEYS,GEN LOREGA,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,RDO NO. 81 (formerly RDO 60),CEBU CITY - NORTH,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,RDO NO. 81 (formerly RDO 60),CEBU CITY - NORTH,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,CITY/MUNICIPALITY:  CEBU CITY,CEBU CITY - NORTH,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL AREAS,-,A,30.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL AREAS,-,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL AREAS,-,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,BARANGAY:  MABINI,-,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL AREAS,-,A,50.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL AREAS,-,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,RDO NO. 81 (formerly RDO 60),CEBU CITY - NORTH,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,RDO NO. 81 (formerly RDO 60),CEBU CITY - NORTH,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,CITY/MUNICIPALITY:  CEBU CITY,CEBU CITY - NORTH,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALMENDRAS ST,F CABAHUG-SINDULAN,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,C MINA ST,OLD PHIL RAILWAY,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,C BORCES ST,JOAQUIN-JUAN LUNA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,CASALS VILLAGES,ALL LOTS WITH SUBD,RR,1800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,COROMINA SUBD,GILL TUDTUD,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,E LABUCAY ST,TRES PADRES BORCES-GOCHAN,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,F CAGAHUG,J LUNA AVE,RR,1800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,F MINA ST,L TUDTUD-H JOAQUINO,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,F SENO ST,MJ CUENCO,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,FLORES DE MAYO ST,MJ CUENCO,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,FRANCISCO ARCILLA,G TUDTUD-C MINA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,FROILAN ARCILLA,JUAN LUNA-V COLINA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GETTY OIL COMPOUND,JUAN LUNA-V COLINA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GIL TUDTUD ST,J JOAQUINO,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GOCHAN COMPOUND ROAD,M J CUENCO,CR,1500.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GOCHAN ST,CABAHUG-MJ CUENCO,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GOCHAN SUBD,TRES PADRES-GOCHAN EXT,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GUIBILONDO ST,L TUDTUD-JUAN LUNA AVE,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,H BORGONIA,G TUDTUD-C MINA ST,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,H JOAQUINO ST,G TUDTUD-C MINA ST,RR,1200.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,HOLY NAME ST,MJ CUENCO AVE,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,J JOAQUINO ST,E LUBAKAY,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,JUAN LUNA AVE,F CABAHUG-C PORT,CR,5500.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,L LIMBONG ST,JUAN LUNA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,L TUDTUD,NEW ERA-F MINA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,M BORCES ST,G TUDTUD-C MINA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,M BORGONIA ST,BP BORCES-GOCHAN,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,MJ CUENCO AVE,HIPODROMO-MANDAUE,CR,4500.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,MABOLITES,HIPODROMO-MANDAUE,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,NEW ERA ST,L TUDTUD-J LUNA AVE,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,NEW FRONTIER,S CABAHUG,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,OLD PHIL RAILWAY,L TUDTUD-J LUNA AVE,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,S BORCES EXT,L TUDTUD-J LUNA AVE,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,S BORCES ST,M J CUENCO,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,S CABAHUG ST,JUAN LUNA-CASALS VILL,RR,1800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,SAN ROQUE,JUAN LUNA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,SINDULAN ST,S CABAHUG-CASALS VILL,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,TENASAS SUBD,S CABAHUG-CASALS VILL,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,TRES PADRES BORCES,CABAHUG-GOCHAN CMPD,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,V COLINA ST,MJ CUENCO-C PORT,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,MJ CUENCO-C PORT,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,MJ CUENCO-C PORT,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,RDO NO. 81 (formerly RDO 60),CEBU CITY - NORTH,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,RDO NO. 81 (formerly RDO 60),CEBU CITY - NORTH,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,CITY/MUNICIPALITY:  CEBU CITY,CEBU CITY - NORTH,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL AREAS,-,A,40.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL AREAS,-,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL AREAS,-,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,BARANGAY:  MAMBALING,-,nan,,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,AVOCADO ST,GANSIANG-N BACALSO,RR,800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,C PADILLA ST,R AVE-KINALUMSAN,CR,6000.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,CCC PRIVATE RD,R AVE-KINALUMSAN,RR,800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,CASHMERE ST,R AVE-KINALUMSAN,RR,800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,CEBU SOUTH RD,AVOCADO-N BACALSO,CR,2500.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,COL TABADA ST,AVOCADO-N BACALSO,RR,800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GANSIANG ST,AVOCADO-N BACALSO,RR,800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,GREEN DAUPHIN ST,AVOCADO-N BACALSO,RR,800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,LAPULAPU ST,TABADA-HUMABON,RR,800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,MARIA GOCHAN,GANSIANG-N BACALSO,RR,800.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,N BACALSO S EXPRESSWAY,PADILLA-KINALUMSAN,CR,2500.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
UNKNOWN,UNKNOWN,UNKNOWN,N BACALSO AVE EXT,TABADA-C PADILLA,RR,1300.0,20-93,1993-05-14 00,"RDO No. 82 - Cebu City, South.xls [Sheet 2 (DO 20-93)]"
