title,url,price,location,property_type,area,bedrooms,bathrooms,status,furnishing,posted_on,agent_name,specs
"Condo For Sale in 3158, J.P Rizal Road, Manila",https://lifenavi.com/ph/properties/manila/for-sale/condo/2br-unit-sale-for-in-park-west-taguig-ad-533-ln816557,"PHP 18,000,000","3158, J.P Rizal Road, Manila, Metro Manila",,74 m²,2,2,Available from 22 Nov,,17 Nov 13:31,Housing I.,"['PHP 18,000,000', '3158, J.P Rizal Road, Manila, Metro Manila', 'Bedrooms:', '2', 'Area:', '74 m²', 'Bathrooms:', '2', 'Available from:', '22 Nov']"
"Warehouse For Rent in Pasig, Metro Manila",https://lifenavi.com/ph/properties/pasig/for-rent/warehouse/warehouse-for-lease-in-pasig-ad-532-ln353708,"PHP 196,000/ month","Pasig, Metro Manila",,500 m²,,,Occupied,Semi-Furnished,17 Nov 13:31,Housing I.,"['PHP 196,000/ month', '/ month', 'Pasig, Metro Manila', 'Status:', 'Occupied', 'Furnishing:', 'Semi-Furnished', 'Area:', '500 m²', 'Available from:', '7 Aug']"
House and Lot For Rent in Quezon City,https://lifenavi.com/ph/properties/quezon-city/for-rent/house-and-lot/3br-house-for-rent-sale-in-woodside-homes-quezon-ad-531-ln283700,"PHP 55,000/ month",,,179.54 m²,3,3,Available from 8 Aug,,17 Nov 13:31,Housing I.,"['PHP 55,000/ month', '/ month', 'Quezon City', 'Bedrooms:', '3', 'Area:', '179.54 m²', 'Bathrooms:', '3', 'Available from:', '8 Aug']"
"Condo For Sale in 1110, Eastwood Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/condo/for-sale-1br-in-eastwood-excelsior-ad-530-ln427464,"PHP 3,500,000","1110, Eastwood Avenue, Quezon City, Metro Manila, 1800",,36.5 m²,1,1,Available from 9 Aug,,17 Nov 13:31,Housing I.,"['PHP 3,500,000', '1110, Eastwood Avenue, Quezon City, Metro Manila, 1800', 'Bedrooms:', '1', 'Area:', '36.5 m²', 'Bathrooms:', '1', 'Available from:', '9 Aug']"
"Condo For Rent in 7427a, Yakal, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-2br-unit-for-salerent-at-avida-tower-asten-ad-529-ln763501,"PHP 65,000/ month","7427a, Yakal, Makati City, Kalakhang Maynila",,62 m²,2,2,Available from 8 Aug,,17 Nov 13:31,Housing I.,"['PHP 65,000/ month', '/ month', '7427a, Yakal, Makati City, Kalakhang Maynila', 'Bedrooms:', '2', 'Area:', '62 m²', 'Bathrooms:', '2', 'Available from:', '8 Aug']"
Condo For Rent in Makati City,https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-furnished-2br-loft-unit-in-grand-soho-makati-ad-528-ln214995,"PHP 80,000/ month","Salcedo Village, Makati City",,137 m²,2,N/A,Available from 12 Jan,,17 Nov 13:31,Housing I.,"['PHP 80,000/ month', '/ month', 'Salcedo Village, Makati City', 'Bedrooms:', '2', 'Area:', '137 m²', 'Bathrooms:', 'N/A', 'Available from:', '12 Jan']"
"Condo For Rent in 1634, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/a-3br-unit-for-lease-in-two-serendra-ad-527-ln701911,"PHP 160,000/ month","1634, McKinley Parkway, Taguig, Metro Manila",,153 m²,3,1,Available from 22 Aug,,17 Nov 13:30,Housing I.,"['PHP 160,000/ month', '/ month', '1634, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '153 m²', 'Bathrooms:', '1', 'Available from:', '22 Aug']"
"Condo For Sale in 30th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/3br-condo-for-sale-blue-sapphire-residences-ad-526-ln448945,"PHP 30,000,000","30th Street, Taguig, Metro Manila",,129.8 m²,3,3,Available from 22 Nov,,17 Nov 13:30,Housing I.,"['PHP 30,000,000', '30th Street, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '129.8 m²', 'Bathrooms:', '3', 'Available from:', '22 Nov']"
"House and Lot For Sale in 3, A. Dalisay, Parañaque",https://lifenavi.com/ph/properties/paranaque/for-sale/house-and-lot/4br-house-and-lot-for-sale-in-bf-homes-ad-525-ln257186,"PHP 22,000,000","3, A. Dalisay, Parañaque, Kalakhang Maynila, 1700",,500 m²,4,3,Available from 29 Aug,,17 Nov 13:30,Housing I.,"['PHP 22,000,000', '3, A. Dalisay, Parañaque, Kalakhang Maynila, 1700', 'Bedrooms:', '4', 'Area:', '500 m²', 'Bathrooms:', '3', 'Available from:', '29 Aug']"
"Condo For Rent in 147, H.V. Dela Costa, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-lease-1-bedroom-shang-salcedo-place-ad-524-ln844715,"PHP 55,000/ month","147, H.V. Dela Costa, Makati City, Kalakhang Maynila",,53 m²,1,1,Available from 8 Nov,,17 Nov 13:30,Housing I.,"['PHP 55,000/ month', '/ month', '147, H.V. Dela Costa, Makati City, Kalakhang Maynila', 'Bedrooms:', '1', 'Area:', '53 m²', 'Bathrooms:', '1', 'Available from:', '8 Nov']"
"Condo For Rent in 147, H.V. Dela Costa, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/1br-for-rent-in-shang-salcedo-place-makati-ad-523-ln769750,"PHP 55,000/ month","147, H.V. Dela Costa, Makati City, Kalakhang Maynila",,52.32 m²,1,1,Available from 21 May,,17 Nov 13:30,Housing I.,"['PHP 55,000/ month', '/ month', '147, H.V. Dela Costa, Makati City, Kalakhang Maynila', 'Bedrooms:', '1', 'Area:', '52.32 m²', 'Bathrooms:', '1', 'Available from:', '21 May']"
"Condo For Rent in 6370, Camia, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-3br-corner-unit-in-proscenium-residences-ad-522-ln667586,"PHP 160,000/ month","6370, Camia, Makati City, Kalakhang Maynila, 1200",,147 m²,3,3,Available from 25 Sep,,17 Nov 13:30,Housing I.,"['PHP 160,000/ month', '/ month', '6370, Camia, Makati City, Kalakhang Maynila, 1200', 'Bedrooms:', '3', 'Area:', '147 m²', 'Bathrooms:', '3', 'Available from:', '25 Sep']"
"Condo For Rent in Burgos Circle, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-lease-2br-in-bellagio-one-ad-521-ln105024,"PHP 85,000/ month","Burgos Circle, Taguig, Metro Manila",,96 m²,2,2,Available from 3 Sep,,17 Nov 13:30,Housing I.,"['PHP 85,000/ month', '/ month', 'Burgos Circle, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '96 m²', 'Bathrooms:', '2', 'Available from:', '3 Sep']"
"Condo For Sale in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-1br-unit-one-maridien-bgc-ad-520-ln487828,"PHP 17,500,000","Makati City, Metro Manila",,60 m²,1,1,Available from 9 Sep,,17 Nov 13:30,Housing I.,"['PHP 17,500,000', 'Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '60 m²', 'Bathrooms:', '1', 'Available from:', '9 Sep']"
"For Sale in 6223, Manalac, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/commercial/3-storey-building-for-sale-in-poblacion-makati-ad-519-ln894617,"PHP 157,620,000","6223, Manalac, Poblacion, Makati City, Metro Manila, 1209",,870 m²,,,Vacant,Semi-Furnished,17 Nov 13:30,Housing I.,"['PHP 157,620,000', '6223, Manalac, Poblacion, Makati City, Metro Manila, 1209', 'Status:', 'Vacant', 'Furnishing:', 'Semi-Furnished', 'Area:', '870 m²', 'Available from:', '10 Sep']"
"Condo For Rent in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-2-bedroom-unit-with-balcony-for-rent-in-florence-ad-518-ln844803,"PHP 65,000/ month","Taguig, Metro Manila",,65 m²,2,2,Available from 10 Sep,,17 Nov 13:30,Housing I.,"['PHP 65,000/ month', '/ month', 'Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '65 m²', 'Bathrooms:', '2', 'Available from:', '10 Sep']"
"Condo For Sale in 6th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-1br-seibu-tower-ad-517-ln746303,"PHP 6,500,000","6th Avenue, Makati City, Metro Manila",,41 m²,1,1,Available from 28 Sep,,17 Nov 13:30,Housing I.,"['PHP 6,500,000', '6th Avenue, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '41 m²', 'Bathrooms:', '1', 'Available from:', '28 Sep']"
"Condo For Rent in 26th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/1br-unit-with-balcony-for-rent-in-icon-plaza-taguig-ad-516-ln165135,"PHP 55,000/ month","26th Street, Taguig, Metro Manila",,65 m²,1,1,Available from 3 Oct,,17 Nov 13:30,Housing I.,"['PHP 55,000/ month', '/ month', '26th Street, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '65 m²', 'Bathrooms:', '1', 'Available from:', '3 Oct']"
"Condo For Rent in 1634, 11th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-1-bedroom-one-serendra-ad-515-ln865238,"PHP 85,000/ month","1634, 11th Avenue, Taguig, Metro Manila",,81 m²,1,1,Available from 17 Sep,,17 Nov 13:30,Housing I.,"['PHP 85,000/ month', '/ month', '1634, 11th Avenue, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '81 m²', 'Bathrooms:', '1', 'Available from:', '17 Sep']"
"Condo For Rent in 705, Valero, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-2br-unit-paseo-parkview-suites-ad-514-ln731235,"PHP 85,000/ month","705, Valero, Makati City, Metro Manila, 1227",,114 m²,2,2,Available from 15 Jun,,17 Nov 13:30,Housing I.,"['PHP 85,000/ month', '/ month', '705, Valero, Makati City, Metro Manila, 1227', 'Bedrooms:', '2', 'Area:', '114 m²', 'Bathrooms:', '2', 'Available from:', '15 Jun']"
"Condo For Rent in 1634, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-1br-unit-w-balcony-in-two-serendra-for-rent-ad-513-ln606627,"PHP 70,000/ month","1634, McKinley Parkway, Taguig, Metro Manila",,67 m²,1,1,Available from 17 Sep,,17 Nov 13:30,Housing I.,"['PHP 70,000/ month', '/ month', '1634, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '67 m²', 'Bathrooms:', '1', 'Available from:', '17 Sep']"
"Condo For Rent in 11th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-2br-unit-in-avida-towers-34th-ad-512-ln527393,"PHP 60,000/ month","11th Avenue, Taguig, Metro Manila",,65 m²,2,1,Available from 18 Sep,,17 Nov 13:30,Housing I.,"['PHP 60,000/ month', '/ month', '11th Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '65 m²', 'Bathrooms:', '1', 'Available from:', '18 Sep']"
"Condo For Rent in 26, Miguel Leonor St, San Pablo City",https://lifenavi.com/ph/properties/san-pablo-city/for-rent/condo/for-rent-3br-essensa-east-forbes-ad-511-ln526373,"PHP 260,000/ month","26, Miguel Leonor St, San Pablo City, Metro Manila",,290 m²,3,3,Available from 19 Sep,,17 Nov 13:30,Housing I.,"['PHP 260,000/ month', '/ month', '26, Miguel Leonor St, San Pablo City, Metro Manila', 'Bedrooms:', '3', 'Area:', '290 m²', 'Bathrooms:', '3', 'Available from:', '19 Sep']"
"Condo For Rent in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/1br-unit-for-rent-in-two-central-makati-ad-510-ln609526,"PHP 35,000/ month","Makati City, Metro Manila",,43 m²,1,1,Available from 9 Oct,,17 Nov 13:30,Housing I.,"['PHP 35,000/ month', '/ month', 'Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '43 m²', 'Bathrooms:', '1', 'Available from:', '9 Oct']"
"Condo For Rent in Tordesillas, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-2br-unit-in-three-salcedo-place-for-rent-ad-509-ln987758,"PHP 130,000/ month","Tordesillas, Makati City, Metro Manila",,169 m²,2,2,Available from 8 Nov,,17 Nov 13:30,Housing I.,"['PHP 130,000/ month', '/ month', 'Tordesillas, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '169 m²', 'Bathrooms:', '2', 'Available from:', '8 Nov']"
"House and Lot For Rent in Manila, Metro Manila",https://lifenavi.com/ph/properties/manila/for-rent/house-and-lot/for-rent-residential-building-in-paco-manila-ad-508-ln818671,"PHP 400,000/ month","Paco, Manila, Metro Manila",,320 m²,5+,6+,Available from 24 Sep,,17 Nov 13:30,Housing I.,"['PHP 400,000/ month', '/ month', 'Paco, Manila, Metro Manila', 'Bedrooms:', '5+', 'Area:', '320 m²', 'Bathrooms:', '6+', 'Available from:', '24 Sep']"
"Condo For Rent in Valero, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2br-unit-for-rent-in-fraser-place-makati-ad-507-ln639386,"PHP 140,000/ month","Valero, Makati City, Metro Manila",,168 m²,2,3,Available from 24 Sep,,17 Nov 13:30,Housing I.,"['PHP 140,000/ month', '/ month', 'Valero, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '168 m²', 'Bathrooms:', '3', 'Available from:', '24 Sep']"
"House and Lot For Rent in Pasig, Metro Manila",https://lifenavi.com/ph/properties/pasig/for-rent/house-and-lot/3br-bungalow-house-lot-for-rent-in-valle-verde-5-pasig-ad-506-ln491762,"PHP 110,000/ month","Pasig, Metro Manila",,230 m²,3,3,Available from 27 Sep,,17 Nov 13:29,Housing I.,"['PHP 110,000/ month', '/ month', 'Pasig, Metro Manila', 'Bedrooms:', '3', 'Area:', '230 m²', 'Bathrooms:', '3', 'Available from:', '27 Sep']"
"Condo For Sale in 130, L.P. Leviste Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/spacious-3br-unit-in-lpl-center-for-sale-ad-505-ln517683,"PHP 30,000,000","130, L.P. Leviste Street, Makati City, Metro Manila, 1227",,270 m²,3,3,Available from 16 Feb,,17 Nov 13:29,Housing I.,"['PHP 30,000,000', '130, L.P. Leviste Street, Makati City, Metro Manila, 1227', 'Bedrooms:', '3', 'Area:', '270 m²', 'Bathrooms:', '3', 'Available from:', '16 Feb']"
"Condo For Rent in Nicanor Garcia Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/1br-unit-for-rent-in-jazz-residences-makati-ad-504-ln396755,"PHP 18,000/ month","Nicanor Garcia Street, Makati City, Metro Manila",,27 m²,1,1,Available from 3 Nov,,17 Nov 13:29,Housing I.,"['PHP 18,000/ month', '/ month', 'Nicanor Garcia Street, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '27 m²', 'Bathrooms:', '1', 'Available from:', '3 Nov']"
"Condo For Rent in Burgos Circle, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-1br-unit-in-bellagio-one-ad-503-ln326485,"PHP 60,000/ month","Burgos Circle, Taguig, Metro Manila",,61 m²,1,1,Available from 10 Oct,,17 Nov 13:29,Housing I.,"['PHP 60,000/ month', '/ month', 'Burgos Circle, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '61 m²', 'Bathrooms:', '1', 'Available from:', '10 Oct']"
"Condo For Sale in corner, 28th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/for-sale-3br-in-east-gallery-place-ad-502-ln632439,"PHP 75,000,000","corner, 28th Street, Taguig, Metro Manila",,193 m²,3,3,Available from 7 Oct,,17 Nov 13:29,Housing I.,"['PHP 75,000,000', 'corner, 28th Street, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '193 m²', 'Bathrooms:', '3', 'Available from:', '7 Oct']"
"Condo For Rent in Meralco Avenue Flyover, Pasig",https://lifenavi.com/ph/properties/pasig/for-rent/condo/a-fully-furnished-2br-for-rent-renaissance-condominium-ortigas-ad-501-ln804604,"PHP 75,000/ month","Meralco Avenue Flyover, Pasig, Metro Manila",,165 m²,2,2,Available from 8 Oct,,17 Nov 13:29,Housing I.,"['PHP 75,000/ month', '/ month', 'Meralco Avenue Flyover, Pasig, Metro Manila', 'Bedrooms:', '2', 'Area:', '165 m²', 'Bathrooms:', '2', 'Available from:', '8 Oct']"
"Condo For Sale in Dela Rosa Access Road 3, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/fully-furnished-studio-unit-in-kroma-tower-for-sale-ad-500-ln257597,"PHP 8,200,000","Dela Rosa Access Road 3, Makati City, Metro Manila",,31 m²,Studio,1,Available from 9 Oct,,17 Nov 13:29,Housing I.,"['PHP 8,200,000', 'Dela Rosa Access Road 3, Makati City, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '31 m²', 'Bathrooms:', '1', 'Available from:', '9 Oct']"
"Condo For Sale in 1634, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/for-sale-studio-unit-in-almond-tower-two-serendra-ad-499-ln226052,"PHP 9,900,000","1634, McKinley Parkway, Taguig, Metro Manila",,40 m²,Studio,1,Available from 11 Sep,,17 Nov 13:29,Housing I.,"['PHP 9,900,000', '1634, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '40 m²', 'Bathrooms:', '1', 'Available from:', '11 Sep']"
"For Rent in 6794, Ayala Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/commercial/warm-shell-office-space-for-lease-in-makati-ad-498-ln527741,"PHP 811,776/ month","6794, Ayala Avenue, Legazpi Village, Makati City, Metro Manila, 1223",,453 m²,,,Vacant,Semi-Furnished,17 Nov 13:29,Housing I.,"['PHP 811,776/ month', '/ month', '6794, Ayala Avenue, Legazpi Village, Makati City, Metro Manila, 1223', 'Status:', 'Vacant', 'Furnishing:', 'Semi-Furnished', 'Area:', '453 m²', 'Available from:', '10 Oct']"
"For Sale in 8235, Camachile, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/commercial/newly-built-4-storey-building-and-corner-lot-for-sale-in-san-antonio-village-makati-ad-497-ln407515,"PHP 350,000,000","8235, Camachile, Makati City, Kalakhang Maynila",,1635 m²,,,Vacant,Semi-Furnished,17 Nov 13:29,Housing I.,"['PHP 350,000,000', '8235, Camachile, Makati City, Kalakhang Maynila', 'Status:', 'Vacant', 'Furnishing:', 'Semi-Furnished', 'Area:', '1635 m²', 'Available from:', '10 Oct']"
"Condo For Sale in 9th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/1br-unit-for-sale-in-avida-towers-verte-bgc-ad-496-ln394396,"PHP 7,000,000","9th Avenue, Taguig, Metro Manila",,37 m²,1,1,Available from 7 Sep,,17 Nov 13:29,Housing I.,"['PHP 7,000,000', '9th Avenue, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '37 m²', 'Bathrooms:', '1', 'Available from:', '7 Sep']"
"Condo For Sale in 7706, Saint Paul Road, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-4br-in-palm-tower-ad-495-ln808094,"PHP 7,000,000","7706, Saint Paul Road, Makati City, Kalakhang Maynila",,96.92 m²,4,2,Available from 14 Oct,,17 Nov 13:29,Housing I.,"['PHP 7,000,000', '7706, Saint Paul Road, Makati City, Kalakhang Maynila', 'Bedrooms:', '4', 'Area:', '96.92 m²', 'Bathrooms:', '2', 'Available from:', '14 Oct']"
"House and Lot For Rent in 7, Queensville, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-rent/house-and-lot/house-and-lot-for-sale-in-acropolis-greens-quezon-city-ad-494-ln694651,"PHP 160,000/ month","7, Queensville, Quezon City, Metro Manila",,350 m²,4,6+,Available from 14 Oct,,17 Nov 13:29,Housing I.,"['PHP 160,000/ month', '/ month', '7, Queensville, Quezon City, Metro Manila', 'Bedrooms:', '4', 'Area:', '350 m²', 'Bathrooms:', '6+', 'Available from:', '14 Oct']"
"Condo For Sale in Dela Rosa Access Road 3, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/fully-furnished-2br-for-sale-kroma-tower-ad-493-ln641403,"PHP 20,000,000","Dela Rosa Access Road 3, Makati City, Metro Manila",,93 m²,2,1,Available from 17 Jul,,17 Nov 13:29,Housing I.,"['PHP 20,000,000', 'Dela Rosa Access Road 3, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '93 m²', 'Bathrooms:', '1', 'Available from:', '17 Jul']"
"Condo For Rent in San Agustin Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-1br-escala-salcedo-ad-492-ln262398,"PHP 60,000/ month","San Agustin Street, Makati City, Metro Manila",,50 m²,1,1,Available from 1 Aug,,17 Nov 13:29,Housing I.,"['PHP 60,000/ month', '/ month', 'San Agustin Street, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '50 m²', 'Bathrooms:', '1', 'Available from:', '1 Aug']"
"House and Lot For Sale in Greenheights Avenue, Parañaque",https://lifenavi.com/ph/properties/paranaque/for-sale/house-and-lot/a-corner-house-and-lot-for-sale-in-greenheights-subd-paranaque-ad-491-ln785192,"PHP 10,000,000","Greenheights Avenue, Parañaque, Metro Manila, 1700",,290 m²,3,2,Available from 10 Oct,,17 Nov 13:29,Housing I.,"['PHP 10,000,000', 'Greenheights Avenue, Parañaque, Metro Manila, 1700', 'Bedrooms:', '3', 'Area:', '290 m²', 'Bathrooms:', '2', 'Available from:', '10 Oct']"
"House and Lot For Sale in Garden Villas Subdivision, City of Santa Rosa",https://lifenavi.com/ph/properties/city-of-santa-rosa/for-sale/house-and-lot/three-bedrooms-house-for-sale-at-grand-villas-laguna-ad-490-ln874328,"PHP 3,300,000","Garden Villas Subdivision, City of Santa Rosa, Calabarzon",,80 m²,3,1,Available from 25 Mar,,17 Nov 13:29,Housing I.,"['PHP 3,300,000', 'Garden Villas Subdivision, City of Santa Rosa, Calabarzon', 'Bedrooms:', '3', 'Area:', '80 m²', 'Bathrooms:', '1', 'Available from:', '25 Mar']"
"For Sale in 655, Boni Avenue, Mandaluyong City",https://lifenavi.com/ph/properties/mandaluyong-city/for-sale/commercial/or-sale-4-storey-office-residential-commercial-building-near-boni-avenue-poblacion-mandaluyong-city-ad-489-ln644713,"PHP 35,000,000","655, Boni Avenue, Mandaluyong City, Metro Manila, 1550",,800 m²,,,Vacant,Semi-Furnished,17 Nov 13:29,Housing I.,"['PHP 35,000,000', '655, Boni Avenue, Mandaluyong City, Metro Manila, 1550', 'Status:', 'Vacant', 'Furnishing:', 'Semi-Furnished', 'Area:', '800 m²', 'Available from:', '21 Oct']"
"For Sale in 15, Sacrepante, Mandaluyong City",https://lifenavi.com/ph/properties/mandaluyong-city/for-sale/commercial/for-sale-commercial-building-for-sale-in-15-sacrepante-mandaluyong-city-ad-488-ln644023,"PHP 70,000,000","15, Sacrepante, Mandaluyong City, Kalakhang Maynila, 1550",,700 m²,,,Vacant,Semi-Furnished,17 Nov 13:29,Housing I.,"['PHP 70,000,000', '15, Sacrepante, Mandaluyong City, Kalakhang Maynila, 1550', 'Status:', 'Vacant', 'Furnishing:', 'Semi-Furnished', 'Area:', '700 m²', 'Available from:', '21 Oct']"
"House and Lot For Sale in 302, Zalavarria Street, Mariveles",https://lifenavi.com/ph/properties/mariveles/for-sale/house-and-lot/house-for-sale-in-mariveles-bataan-ad-487-ln597138,"PHP 24,000,000","302, Zalavarria Street, Mariveles, Central Luzon",,236 m²,4,3,Available from 22 Oct,,17 Nov 13:29,Housing I.,"['PHP 24,000,000', '302, Zalavarria Street, Mariveles, Central Luzon', 'Bedrooms:', '4', 'Area:', '236 m²', 'Bathrooms:', '3', 'Available from:', '22 Oct']"
"Condo For Sale in 28, Plaza Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-1br-unit-joya-lofts-and-towers-ad-486-ln427756,"PHP 15,900,000","28, Plaza Drive, Makati City, Metro Manila",,57 m²,1,1,Available from 23 Aug,,17 Nov 13:29,Housing I.,"['PHP 15,900,000', '28, Plaza Drive, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '57 m²', 'Bathrooms:', '1', 'Available from:', '23 Aug']"
"Condo For Sale in 71, Salamanca, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-1br-the-gramercy-residences-ad-485-ln970825,"PHP 7,300,000","71, Salamanca, Makati City, Kalakhang Maynila",,44 m²,1,1,Available from 9 Sep,,17 Nov 13:29,Housing I.,"['PHP 7,300,000', '71, Salamanca, Makati City, Kalakhang Maynila', 'Bedrooms:', '1', 'Area:', '44 m²', 'Bathrooms:', '1', 'Available from:', '9 Sep']"
"Condo For Sale in 71, Salamanca, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/1br-unit-in-gramercy-residences-for-sale-ad-484-ln386418,"PHP 6,900,000","71, Salamanca, Makati City, Kalakhang Maynila",,35 m²,1,1,Available from 10 Oct,,17 Nov 13:29,Housing I.,"['PHP 6,900,000', '71, Salamanca, Makati City, Kalakhang Maynila', 'Bedrooms:', '1', 'Area:', '35 m²', 'Bathrooms:', '1', 'Available from:', '10 Oct']"
"Condo For Rent in 1631, 5th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-unfurnished-3br-unit-fort-victoria-ad-483-ln724150,"PHP 70,000/ month","1631, 5th Avenue, Makati City, Metro Manila",,98 m²,3,2,Available from 30 Oct,,17 Nov 13:29,Housing I.,"['PHP 70,000/ month', '/ month', '1631, 5th Avenue, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '98 m²', 'Bathrooms:', '2', 'Available from:', '30 Oct']"
"Condo For Rent in Hidalgo Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-lease-2br-the-manansala-makati-ad-482-ln954252,"PHP 75,000/ month","Hidalgo Drive, Makati City, Metro Manila",,102 m²,2,2,Available from 30 Oct,,17 Nov 13:28,Housing I.,"['PHP 75,000/ month', '/ month', 'Hidalgo Drive, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '102 m²', 'Bathrooms:', '2', 'Available from:', '30 Oct']"
"Condo For Rent in 26, Miguel Leonor St, San Pablo City",https://lifenavi.com/ph/properties/san-pablo-city/for-rent/condo/furnished-3br-unit-with-parking-for-lease-in-essensa-tower-ad-481-ln968406,"PHP 250,000/ month","26, Miguel Leonor St, San Pablo City, Metro Manila",,290 m²,3,3,Available from 4 Nov,,17 Nov 13:28,Housing I.,"['PHP 250,000/ month', '/ month', '26, Miguel Leonor St, San Pablo City, Metro Manila', 'Bedrooms:', '3', 'Area:', '290 m²', 'Bathrooms:', '3', 'Available from:', '4 Nov']"
"House and Lot For Rent in Muntinlupa, Metro Manila",https://lifenavi.com/ph/properties/muntinlupa/for-rent/house-and-lot/house-for-lease-in-ayala-alabang-village-ad-480-ln660133,"PHP 300,000/ month","Muntinlupa, Metro Manila",,765 m²,4,4,Available from 4 Nov,,17 Nov 13:28,Housing I.,"['PHP 300,000/ month', '/ month', 'Muntinlupa, Metro Manila', 'Bedrooms:', '4', 'Area:', '765 m²', 'Bathrooms:', '4', 'Available from:', '4 Nov']"
"Condo For Sale in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-sale/condo/fully-furnished-3br-unit-with-parking-for-sale-in-grand-hyatt-residences-ad-479-ln331663,"PHP 50,000,000","Taguig, Metro Manila",,104 m²,2,2,Available from 4 Nov,,17 Nov 13:28,Housing I.,"['PHP 50,000,000', 'Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '104 m²', 'Bathrooms:', '2', 'Available from:', '4 Nov']"
